trialNumber,checkTrial,gainValue,lossValue,safeValue,choiceProbability,type_e0i1d2,choiceMade,choiceKey,outcomeValue,location,riskSplitLocation,gainLocation,lossLocation,safeLocation,hideGainLocation,hideLossLocation,instructionStart,instructionEnd,choiceStart,choiceEnd,isiStart,isiEnd,outcomeStart,outcomeEnd,itiStart,itiEnd,bestRho,bestMu
204,,0.53,0,4.75,0.0010832737661414,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2331.2968571243546,,2335.2990689648723,2336.2986652318796,2336.300917366694,2337.300636096741,2337.30280685288,2340.802458820821,,
205,,9.00,0,5.29,0.530980166052089,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2340.817160706283,,2344.819289587962,2345.8192058390414,2345.821503403684,2346.820892273623,2346.8229180493217,2350.322976515541,,
206,,22.73,0,2.24,0.961113949581264,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2350.3390657887358,,2354.3416746465227,2355.3415494181827,2355.3441156114422,2356.34368264534,2356.3458992263622,2359.845500628915,,
207,,20.54,0,10.64,0.658533878134098,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2359.8623902573163,,2363.8664457591512,2364.866275891065,2364.868592417726,2365.868195400457,2365.870475583244,2368.8700548634515,,
208,,16.33,0,9.98,0.483393032611408,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2368.8833547446266,,2372.885531426393,2373.8858075608005,2373.8881592461985,2374.887768944638,2374.8899061222037,2378.3895794224227,,
209,,10.22,0,6.03,0.525131472743294,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2378.401945029109,,2382.4040269007965,2383.4033257011324,2383.4055134440714,2384.4052155823592,2384.407256369668,2387.907057663513,,
210,,14.42,0,10.53,0.259174551162512,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2387.920295523072,,2391.922494722239,2392.921858309477,2392.9241720708524,2393.923814162743,2393.926105011662,2397.425628195895,,
211,,3.26,0,9.07,0.0021586849722973,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2397.4391540411307,,2401.4414551611553,2402.441146238256,2402.443401928438,2403.4433482027234,2403.445510267935,2406.9451495945395,,
212,,1.55,0,0.93,0.500496434714482,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2406.960084949853,,2410.9623339243262,2411.961880811068,2411.964146377315,2412.9638662924845,2412.9659604104672,2415.9654583120137,,
213,,5.85,0,11.01,0.0039636053029667,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2415.9790066746355,,2419.9813137202873,2420.981233526749,2420.983739673611,2421.983155011345,2421.9856161234056,2425.4849753651797,,
214,,24.93,0,6.77,0.910999700661848,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2425.4976396236743,,2429.500249666584,2430.4997530987166,2430.5024666426616,2431.501667077522,2431.5041396457964,2435.0034929619433,,
215,,16.01,0,9.74,0.488773004741299,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2435.0212078332115,,2439.0234757697035,2440.023267582539,2440.025742126032,2441.025195387818,2441.027618180786,2444.5270603813988,,
216,,29.90,0,6.39,0.934255802926072,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2444.541197356695,,2448.543581040518,2449.542776339833,2449.5452836718177,2450.5447677468765,2450.5470013147133,2454.0465730891156,,
217,,26.01,0,2.56,0.961115648527391,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2454.060703743744,,2458.0632138410147,2459.062297343422,2459.0645376269676,2460.0642559619882,2460.0665215282206,2463.5660735505226,,
218,,10.07,0,0.94,0.961932520641612,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2463.582656626284,,2467.5850083116966,2468.584841998978,2468.5873149623076,2469.586787186112,2469.589235656822,2472.588647834229,,
219,,14.70,0,8.68,0.524453330976784,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2472.6036859004817,,2476.6060755099315,2477.6053731251304,2477.6076509376726,2478.607485810091,2478.609882925346,2482.1091781703,,
220,,17.12,0,10.60,0.467570384101671,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2482.125791269267,,2486.1281947051757,2487.1279434584285,2487.130362300988,2488.1298839050432,2488.1320657223696,2491.131724406019,,
221,,9.24,0,5.34,0.548687133207477,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2491.1470204347424,,2495.149723312541,2496.149468115371,2496.151913030699,2497.1514030313992,2497.153695855537,2500.1532834316313,,
222,,16.31,0,8.28,0.675702885490721,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2500.169004920652,,2504.1717761407344,2505.1710058087046,2505.173193551658,2506.1729739082657,2506.1753421854373,2509.1748025579873,,
223,,29.37,0,7.47,0.918796116061911,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2509.193276305072,,2513.1956734203122,2514.1958334123483,2514.1980713256344,2515.197512341125,2515.19974985937,2518.1993571875646,,
224,,15.99,0,11.66,0.260000677895567,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2518.2151169956633,,2522.2179715696257,2523.217156992876,2523.219799824292,2524.219076107227,2524.2215411697107,2527.720871968457,,
225,,14.72,0,7.11,0.71382519388795,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2527.738035756047,,2531.7404372167657,2532.739644367335,2532.7418866260996,2533.741610886733,2533.744067258289,2536.7434604736773,,
226,,10.17,0,6.23,0.48092687273062,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2536.7611160886445,,2540.7634326153056,2541.7632141570502,2541.76558875489,2542.765164874756,2542.7677476597746,2546.2669789079227,,
227,,14.32,0,10.38,0.267652925035882,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2546.282068329645,,2550.2847206420556,2551.2847427644156,2551.287339770948,2552.286657533303,2552.2888413258333,2555.2887868100224,,
228,,16.02,0,9.95,0.462798329765964,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2555.3058893661073,,2559.3083354665723,2560.3082592234423,2560.310646462647,2561.3102186320903,2561.312477087573,2564.8120437264297,,
229,,1.56,0,0.30,0.940980851871972,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2564.8276269507187,,2568.830254770539,2569.8297957316536,2569.8322299808497,2570.8317353881866,2570.8342182275665,2573.8335802346264,,
230,,4.91,0,7.12,0.0074331138979241,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2573.847568279074,,2577.850192938553,2578.8493534741574,2578.8517561199988,2579.8512872050633,2579.8537230344373,2583.3531490383175,,
231,,9.84,0,5.72,0.541007209363725,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2583.3690542218974,,2587.371572220014,2588.370860749259,2588.3732234958443,2589.37281897277,2589.3751102167444,2592.374665004332,,
232,,6.78,0,4.21,0.463861423000435,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2592.390518832457,,2596.392593198325,2597.392700254728,2597.395580506418,2598.395385750686,2598.397710573234,2601.8972452136804,,
233,,20.61,0,10.17,0.698103856195396,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2601.91284107932,,2605.9155317108234,2606.9149901081546,2606.917397889527,2607.9169159382145,2607.9195852374396,2611.418997019806,,
234,,11.19,0,6.88,0.476171602925459,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2611.432769371284,,2615.435280258651,2616.434492544766,2616.4370642686117,2617.4364223252487,2617.4387234452734,2620.4383027254808,,
235,,17.42,0,10.10,0.545107051415436,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2620.4565994937147,,2624.459170427479,2625.459048754521,2625.461132601413,2626.460967078776,2626.463430956137,2629.9627988888387,,
236,,11.00,0,6.69,0.489402938799746,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2629.9793594471994,,2633.9819576388545,2634.9815475851938,2634.984130765253,2635.9837558703293,2635.9858096940297,2638.9853680369997,,
237,,2.46,0,1.47,0.509176516923206,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2638.9992158415116,,2643.0016971007135,2644.0011539178813,2644.003741048349,2645.0030319478537,2645.0051260658365,2648.00493131009,,
238,,4.42,0,6.85,0.0061853326647749,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2648.0227579782804,,2652.0249860155163,2653.0246533900936,2653.0267451378313,2654.0266167491645,2654.0285101857735,2657.5274163142894,,
239,,11.05,0,5.49,0.692731696430651,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2657.542070794705,,2661.5440870893945,2662.543174147184,2662.5452315262664,2663.5451130136353,2663.5474054427323,2666.5469629956206,,
240,,11.32,0,6.89,0.487309064812998,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2666.5604208936275,,2670.562902942911,2671.5627599376894,2671.5650405155175,2672.5646853727085,2672.5669718761783,2675.566517182757,,
,,,,,,,,,,,,,,,,,2675.569457085803,2677.467378611487,,,,,,,,,,
,,,,,,,,,,,,,,,,,2677.470084649627,2678.9073452541343,,,,,,,,,,
