trialNumber,checkTrial,gainValue,lossValue,safeValue,choiceProbability,type_e0i1d2,choiceMade,choiceKey,outcomeValue,location,riskSplitLocation,gainLocation,lossLocation,safeLocation,hideGainLocation,hideLossLocation,instructionStart,instructionEnd,choiceStart,choiceEnd,isiStart,isiEnd,outcomeStart,outcomeEnd,itiStart,itiEnd,bestRho,bestMu
,,,,,,,,,,,,,,,,,0.006791036666982109,1.923914791073912,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.9272781141044106,3.1957731317306752,,,,,,,,,,
1,,18.23,0,9.45,,,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,3.2425546875747386,,7.245191542311659,8.244907907599554,8.247974559781142,9.247909379104385,9.25059245286684,12.249631334128935,,
2,,53.27,0,35.16,,,0,v,35.16,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,12.26764608866506,12.723165410785441,12.72612816891342,13.725530876876292,13.727983645574568,14.72746615048527,14.72994933683367,18.22923847239872,,
,,,,,,,,,,,,,,,,,18.23204400683244,18.682719416927284,,,,,,,,,,
1,0,15.47,0,10.27,,,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,18.701988800770778,,22.704585757033783,23.703860473840905,23.70682323197252,24.7067702973618,24.708869510253862,28.2085607908557,,
2,0,16.00,0,4.00,,,1,v,0,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,28.22491995614837,28.730016492685536,28.732400920427608,29.73145362789728,29.73929664121897,30.738387667024654,30.74080883296847,33.740165716935735,,
3,0,10.39,0,6.81,,,0,n,6.81,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,33.7589511836195,34.27367312876959,34.2762175454518,35.276055976373755,35.27856839526794,36.278026803083776,36.28059018141721,39.77975172086735,,
4,1,6.79,0,9.92,,,0,v,9.92,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,39.79281590408209,40.16923037419474,40.17150379726809,41.17065526333681,41.17305944280088,42.172600412810425,42.17514127418326,45.17438636341103,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,52,201
,,,,,,,,,,,,,,,,,45.72499363006864,49.72405897863791,,,,,,,,,,
,,,,,,,,,,,,,,,,,49.7266519845507,50.61657366897998,,,,,,,,,,
1,,12.92,0,10.50,7.23828408285923e-13,0,0,v,10.50,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,50.65111626850194,51.424470802016,51.42694016216046,52.4268619453469,52.429882378499315,53.429797051067,53.43191522561392,56.931552781534265,,
2,,13.03,0,5.52,0.330037940658263,1,0,n,5.52,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,56.94312294458359,57.49603444699824,57.498675647115306,58.498461538460106,58.50127852888909,59.50038654117452,59.50279427594796,63.00215056736488,,
,,,,,,,,,,,,,,,,,1.9272781141044106,85.91811963617147,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.9272781141044106,90.46979705106787,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.9272781141044106,92.67763808921518,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.9272781141044106,94.29350227638497,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.9272781141044106,96.84532506394316,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.9272781141044106,180.0075672792991,,,,,,,,,,
3,,29.23,0,10.59,0.982385832728875,0,1,n,29.23,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,180.01934681058992,180.79156680525557,180.79432375045508,181.79392239548542,181.7978419269748,182.7968697472752,182.7993628094846,185.79866004325595,,
4,,27.36,0,11.40,0.456194353101121,2,0,v,11.40,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,185.81604511292971,186.3911184411918,186.3932137037409,187.39252673889132,187.39547093040164,188.39546935026374,188.39780479374167,191.3972754476199,,
,,,,,,,,,,,,,,,,,191.40043690806488,193.36668556247605,,,,,,,,,,
,,,,,,,,,,,,,,,,,193.36979171810162,194.27060015603638,,,,,,,,,,
